run_accession	experiment_title	experiment_accession	center_name	tax_id	library_strategy
ERR6798537	Illumina NovaSeq 6000 paired end sequencing	ERX6422212	SC	6183	WGS
ERR6798539	Illumina NovaSeq 6000 paired end sequencing	ERX6422214	SC	6183	WGS
ERR6798540	Illumina NovaSeq 6000 paired end sequencing	ERX6422215	SC	6183	WGS
ERR6798542	Illumina NovaSeq 6000 paired end sequencing	ERX6422217	SC	6183	WGS
ERR6798544	Illumina NovaSeq 6000 paired end sequencing	ERX6422219	SC	6183	WGS
ERR697169	Illumina MiSeq paired end sequencing	ERX641608	SC	6183	WGS
ERR7977662	Illumina MiSeq paired end sequencing	ERX7543809	SC	6183	WGS
ERR7977664	Illumina MiSeq paired end sequencing	ERX7543811	SC	6183	WGS
ERR7977666	Illumina MiSeq paired end sequencing	ERX7543813	SC	6183	WGS
ERR7977667	Illumina MiSeq paired end sequencing	ERX7543814	SC	6183	WGS
ERR7977668	Illumina MiSeq paired end sequencing	ERX7543815	SC	6183	WGS
ERR7977670	Illumina MiSeq paired end sequencing	ERX7543817	SC	6183	WGS
ERR7977672	Illumina MiSeq paired end sequencing	ERX7543819	SC	6183	WGS
ERR7977673	Illumina MiSeq paired end sequencing	ERX7543820	SC	6183	WGS
ERR7977674	Illumina MiSeq paired end sequencing	ERX7543821	SC	6183	WGS
ERR7977675	Illumina MiSeq paired end sequencing	ERX7543822	SC	6183	WGS
ERR7977677	Illumina MiSeq paired end sequencing	ERX7543824	SC	6183	WGS
ERR7977679	Illumina MiSeq paired end sequencing	ERX7543826	SC	6183	WGS
ERR7977683	Illumina MiSeq paired end sequencing	ERX7543830	SC	6183	WGS
ERR7977688	Illumina MiSeq paired end sequencing	ERX7543835	SC	6183	WGS
ERR7977691	Illumina MiSeq paired end sequencing	ERX7543838	SC	6183	WGS
ERR7977693	Illumina MiSeq paired end sequencing	ERX7543840	SC	6183	WGS
ERR7977697	Illumina MiSeq paired end sequencing	ERX7543844	SC	6183	WGS
ERR7977698	Illumina MiSeq paired end sequencing	ERX7543845	SC	6183	WGS
ERR7977700	Illumina MiSeq paired end sequencing	ERX7543847	SC	6183	WGS
ERR7977702	Illumina MiSeq paired end sequencing	ERX7543849	SC	6183	WGS
ERR7977705	Illumina MiSeq paired end sequencing	ERX7543852	SC	6183	WGS
ERR7977707	Illumina MiSeq paired end sequencing	ERX7543854	SC	6183	WGS
ERR7977709	Illumina MiSeq paired end sequencing	ERX7543856	SC	6183	WGS
ERR7977710	Illumina MiSeq paired end sequencing	ERX7543857	SC	6183	WGS
ERR7977711	Illumina MiSeq paired end sequencing	ERX7543858	SC	6183	WGS
ERR7977714	Illumina MiSeq paired end sequencing	ERX7543861	SC	6183	WGS
ERR7977716	Illumina MiSeq paired end sequencing	ERX7543863	SC	6183	WGS
ERR7977717	Illumina MiSeq paired end sequencing	ERX7543864	SC	6183	WGS
ERR7977719	Illumina MiSeq paired end sequencing	ERX7543866	SC	6183	WGS
ERR7977721	Illumina MiSeq paired end sequencing	ERX7543868	SC	6183	WGS
ERR7977724	Illumina MiSeq paired end sequencing	ERX7543871	SC	6183	WGS
ERR7977725	Illumina MiSeq paired end sequencing	ERX7543872	SC	6183	WGS
ERR7977729	Illumina MiSeq paired end sequencing	ERX7543876	SC	6183	WGS
ERR7977730	Illumina MiSeq paired end sequencing	ERX7543877	SC	6183	WGS
ERR7977731	Illumina MiSeq paired end sequencing	ERX7543878	SC	6183	WGS
ERR7977733	Illumina MiSeq paired end sequencing	ERX7543880	SC	6183	WGS
ERR7977735	Illumina MiSeq paired end sequencing	ERX7543882	SC	6183	WGS
ERR7977738	Illumina MiSeq paired end sequencing	ERX7543885	SC	6183	WGS
ERR7977742	Illumina MiSeq paired end sequencing	ERX7543889	SC	6183	WGS
ERR7977744	Illumina MiSeq paired end sequencing	ERX7543891	SC	6183	WGS
ERR7977746	Illumina MiSeq paired end sequencing	ERX7543893	SC	6183	WGS
ERR7977747	Illumina MiSeq paired end sequencing	ERX7543894	SC	6183	WGS
ERR7977749	Illumina MiSeq paired end sequencing	ERX7543896	SC	6183	WGS
ERR7977752	Illumina MiSeq paired end sequencing	ERX7543899	SC	6183	WGS
ERR7977753	Illumina MiSeq paired end sequencing	ERX7543900	SC	6183	WGS
ERR7977754	Illumina NovaSeq 6000 paired end sequencing	ERX7543901	SC	6183	WGS
ERR7977755	Illumina NovaSeq 6000 paired end sequencing	ERX7543902	SC	6183	WGS
ERR7977756	Illumina NovaSeq 6000 paired end sequencing	ERX7543903	SC	6183	WGS
ERR7977759	Illumina NovaSeq 6000 paired end sequencing	ERX7543906	SC	6183	WGS
ERR7977761	Illumina NovaSeq 6000 paired end sequencing	ERX7543908	SC	6183	WGS
ERR7977762	Illumina NovaSeq 6000 paired end sequencing	ERX7543909	SC	6183	WGS
ERR7977764	Illumina NovaSeq 6000 paired end sequencing	ERX7543911	SC	6183	WGS
ERR7977765	Illumina NovaSeq 6000 paired end sequencing	ERX7543912	SC	6183	WGS
ERR7977767	Illumina NovaSeq 6000 paired end sequencing	ERX7543914	SC	6183	WGS
ERR7977771	Illumina NovaSeq 6000 paired end sequencing	ERX7543918	SC	6183	WGS
ERR7977774	Illumina NovaSeq 6000 paired end sequencing	ERX7543921	SC	6183	WGS
ERR7977776	Illumina NovaSeq 6000 paired end sequencing	ERX7543923	SC	6183	WGS
ERR7977777	Illumina NovaSeq 6000 paired end sequencing	ERX7543924	SC	6183	WGS
ERR7977780	Illumina NovaSeq 6000 paired end sequencing	ERX7543927	SC	6183	WGS
ERR7977781	Illumina NovaSeq 6000 paired end sequencing	ERX7543928	SC	6183	WGS
ERR7977787	Illumina NovaSeq 6000 paired end sequencing	ERX7543934	SC	6183	WGS
ERR7977788	Illumina NovaSeq 6000 paired end sequencing	ERX7543935	SC	6183	WGS
ERR7977789	Illumina NovaSeq 6000 paired end sequencing	ERX7543936	SC	6183	WGS
ERR7977790	Illumina NovaSeq 6000 paired end sequencing	ERX7543937	SC	6183	WGS
ERR7977791	Illumina NovaSeq 6000 paired end sequencing	ERX7543938	SC	6183	WGS
ERR7977793	Illumina NovaSeq 6000 paired end sequencing	ERX7543940	SC	6183	WGS
ERR7977795	Illumina NovaSeq 6000 paired end sequencing	ERX7543942	SC	6183	WGS
ERR7977796	Illumina NovaSeq 6000 paired end sequencing	ERX7543943	SC	6183	WGS
ERR7977798	Illumina NovaSeq 6000 paired end sequencing	ERX7543945	SC	6183	WGS
ERR7977806	Illumina NovaSeq 6000 paired end sequencing	ERX7543953	SC	6183	WGS
ERR7977808	Illumina NovaSeq 6000 paired end sequencing	ERX7543955	SC	6183	WGS
ERR7977809	Illumina NovaSeq 6000 paired end sequencing	ERX7543956	SC	6183	WGS
ERR7977812	Illumina NovaSeq 6000 paired end sequencing	ERX7543959	SC	6183	WGS
ERR7977813	Illumina NovaSeq 6000 paired end sequencing	ERX7543960	SC	6183	WGS
ERR7977814	Illumina NovaSeq 6000 paired end sequencing	ERX7543961	SC	6183	WGS
ERR7977816	Illumina NovaSeq 6000 paired end sequencing	ERX7543963	SC	6183	WGS
ERR7977818	Illumina NovaSeq 6000 paired end sequencing	ERX7543965	SC	6183	WGS
ERR7977821	Illumina NovaSeq 6000 paired end sequencing	ERX7543968	SC	6183	WGS
ERR7977824	Illumina NovaSeq 6000 paired end sequencing	ERX7543971	SC	6183	WGS
ERR7977829	Illumina NovaSeq 6000 paired end sequencing	ERX7543976	SC	6183	WGS
ERR7977830	Illumina NovaSeq 6000 paired end sequencing	ERX7543977	SC	6183	WGS
ERR7977833	Illumina NovaSeq 6000 paired end sequencing	ERX7543980	SC	6183	WGS
ERR7977834	Illumina NovaSeq 6000 paired end sequencing	ERX7543981	SC	6183	WGS
ERR7977840	Illumina NovaSeq 6000 paired end sequencing	ERX7543987	SC	6183	WGS
ERR7977841	Illumina NovaSeq 6000 paired end sequencing	ERX7543988	SC	6183	WGS
ERR7977844	Illumina NovaSeq 6000 paired end sequencing	ERX7543991	SC	6183	WGS
ERR7977847	Illumina NovaSeq 6000 paired end sequencing	ERX7543994	SC	6183	WGS
ERR7977849	Illumina NovaSeq 6000 paired end sequencing	ERX7543996	SC	6183	WGS
ERR7977851	Illumina NovaSeq 6000 paired end sequencing	ERX7543998	SC	6183	WGS
ERR7977852	Illumina NovaSeq 6000 paired end sequencing	ERX7543999	SC	6183	WGS
ERR7977853	Illumina NovaSeq 6000 paired end sequencing	ERX7544000	SC	6183	WGS
ERR7977855	Illumina NovaSeq 6000 paired end sequencing	ERX7544002	SC	6183	WGS
ERR7977857	Illumina NovaSeq 6000 paired end sequencing	ERX7544004	SC	6183	WGS
ERR7977860	Illumina NovaSeq 6000 paired end sequencing	ERX7544007	SC	6183	WGS
ERR7977861	Illumina NovaSeq 6000 paired end sequencing	ERX7544008	SC	6183	WGS
ERR7977863	Illumina NovaSeq 6000 paired end sequencing	ERX7544010	SC	6183	WGS
ERR7977866	Illumina NovaSeq 6000 paired end sequencing	ERX7544013	SC	6183	WGS
ERR7977870	Illumina NovaSeq 6000 paired end sequencing	ERX7544017	SC	6183	WGS
ERR7977871	Illumina NovaSeq 6000 paired end sequencing	ERX7544018	SC	6183	WGS
ERR7977872	Illumina NovaSeq 6000 paired end sequencing	ERX7544019	SC	6183	WGS
ERR7977873	Illumina NovaSeq 6000 paired end sequencing	ERX7544020	SC	6183	WGS
ERR7977874	Illumina NovaSeq 6000 paired end sequencing	ERX7544021	SC	6183	WGS
ERR7977877	Illumina NovaSeq 6000 paired end sequencing	ERX7544024	SC	6183	WGS
ERR7977880	Illumina NovaSeq 6000 paired end sequencing	ERX7544027	SC	6183	WGS
ERR7977881	Illumina NovaSeq 6000 paired end sequencing	ERX7544028	SC	6183	WGS
ERR7977883	Illumina NovaSeq 6000 paired end sequencing	ERX7544030	SC	6183	WGS
ERR7977884	Illumina NovaSeq 6000 paired end sequencing	ERX7544031	SC	6183	WGS
ERR7977886	Illumina NovaSeq 6000 paired end sequencing	ERX7544033	SC	6183	WGS
ERR7977893	Illumina NovaSeq 6000 paired end sequencing	ERX7544040	SC	6183	WGS
ERR7977895	Illumina NovaSeq 6000 paired end sequencing	ERX7544042	SC	6183	WGS
ERR7977896	Illumina NovaSeq 6000 paired end sequencing	ERX7544043	SC	6183	WGS
ERR7977898	Illumina NovaSeq 6000 paired end sequencing	ERX7544045	SC	6183	WGS
ERR7977899	Illumina NovaSeq 6000 paired end sequencing	ERX7544046	SC	6183	WGS
ERR7977901	Illumina NovaSeq 6000 paired end sequencing	ERX7544048	SC	6183	WGS
ERR7977904	Illumina NovaSeq 6000 paired end sequencing	ERX7544051	SC	6183	WGS
ERR7977905	Illumina NovaSeq 6000 paired end sequencing	ERX7544052	SC	6183	WGS
ERR7977906	Illumina NovaSeq 6000 paired end sequencing	ERX7544053	SC	6183	WGS
ERR7977907	Illumina NovaSeq 6000 paired end sequencing	ERX7544054	SC	6183	WGS
ERR7977908	Illumina NovaSeq 6000 paired end sequencing	ERX7544055	SC	6183	WGS
ERR7977909	Illumina NovaSeq 6000 paired end sequencing	ERX7544056	SC	6183	WGS
ERR7977915	Illumina NovaSeq 6000 paired end sequencing	ERX7544062	SC	6183	WGS
ERR7977916	Illumina NovaSeq 6000 paired end sequencing	ERX7544063	SC	6183	WGS
ERR7977917	Illumina NovaSeq 6000 paired end sequencing	ERX7544064	SC	6183	WGS
ERR7977918	Illumina NovaSeq 6000 paired end sequencing	ERX7544065	SC	6183	WGS
ERR7977921	Illumina NovaSeq 6000 paired end sequencing	ERX7544068	SC	6183	WGS
ERR7977922	Illumina NovaSeq 6000 paired end sequencing	ERX7544069	SC	6183	WGS
ERR7977923	Illumina NovaSeq 6000 paired end sequencing	ERX7544070	SC	6183	WGS
ERR7977925	Illumina NovaSeq 6000 paired end sequencing	ERX7544072	SC	6183	WGS
ERR7977927	Illumina NovaSeq 6000 paired end sequencing	ERX7544074	SC	6183	WGS
ERR7977929	Illumina NovaSeq 6000 paired end sequencing	ERX7544076	SC	6183	WGS
ERR7977932	Illumina NovaSeq 6000 paired end sequencing	ERX7544079	SC	6183	WGS
ERR7977933	Illumina NovaSeq 6000 paired end sequencing	ERX7544080	SC	6183	WGS
ERR7977934	Illumina NovaSeq 6000 paired end sequencing	ERX7544081	SC	6183	WGS
ERR7977935	Illumina NovaSeq 6000 paired end sequencing	ERX7544082	SC	6183	WGS
ERR7977939	Illumina NovaSeq 6000 paired end sequencing	ERX7544086	SC	6183	WGS
ERR7977940	Illumina NovaSeq 6000 paired end sequencing	ERX7544087	SC	6183	WGS
ERR7977942	Illumina NovaSeq 6000 paired end sequencing	ERX7544089	SC	6183	WGS
ERR7977943	Illumina NovaSeq 6000 paired end sequencing	ERX7544090	SC	6183	WGS
ERR7977945	Illumina NovaSeq 6000 paired end sequencing	ERX7544092	SC	6183	WGS
ERR7977947	Illumina NovaSeq 6000 paired end sequencing	ERX7544094	SC	6183	WGS
ERR7977948	Illumina NovaSeq 6000 paired end sequencing	ERX7544095	SC	6183	WGS
ERR7977949	Illumina NovaSeq 6000 paired end sequencing	ERX7544096	SC	6183	WGS
ERR7977951	Illumina NovaSeq 6000 paired end sequencing	ERX7544098	SC	6183	WGS
ERR7977953	Illumina NovaSeq 6000 paired end sequencing	ERX7544100	SC	6183	WGS
ERR7977954	Illumina NovaSeq 6000 paired end sequencing	ERX7544101	SC	6183	WGS
ERR7977962	Illumina NovaSeq 6000 paired end sequencing	ERX7544109	SC	6183	WGS
ERR7977964	Illumina NovaSeq 6000 paired end sequencing	ERX7544111	SC	6183	WGS
ERR7977965	Illumina NovaSeq 6000 paired end sequencing	ERX7544112	SC	6183	WGS
ERR7977971	Illumina NovaSeq 6000 paired end sequencing	ERX7544118	SC	6183	WGS
ERR7977974	Illumina NovaSeq 6000 paired end sequencing	ERX7544121	SC	6183	WGS
ERR7977976	Illumina NovaSeq 6000 paired end sequencing	ERX7544123	SC	6183	WGS
ERR7977977	Illumina NovaSeq 6000 paired end sequencing	ERX7544124	SC	6183	WGS
ERR7977978	Illumina NovaSeq 6000 paired end sequencing	ERX7544125	SC	6183	WGS
ERR7977983	Illumina NovaSeq 6000 paired end sequencing	ERX7544130	SC	6183	WGS
ERR7977986	Illumina NovaSeq 6000 paired end sequencing	ERX7544133	SC	6183	WGS
ERR7977987	Illumina NovaSeq 6000 paired end sequencing	ERX7544134	SC	6183	WGS
ERR7977988	Illumina NovaSeq 6000 paired end sequencing	ERX7544135	SC	6183	WGS
ERR7977990	Illumina NovaSeq 6000 paired end sequencing	ERX7544137	SC	6183	WGS
ERR7977993	Illumina NovaSeq 6000 paired end sequencing	ERX7544140	SC	6183	WGS
ERR7977994	Illumina NovaSeq 6000 paired end sequencing	ERX7544141	SC	6183	WGS
ERR7977997	Illumina NovaSeq 6000 paired end sequencing	ERX7544144	SC	6183	WGS
ERR7977999	Illumina NovaSeq 6000 paired end sequencing	ERX7544146	SC	6183	WGS
ERR7978000	Illumina NovaSeq 6000 paired end sequencing	ERX7544147	SC	6183	WGS
ERR7978002	Illumina NovaSeq 6000 paired end sequencing	ERX7544149	SC	6183	WGS
ERR7978003	Illumina NovaSeq 6000 paired end sequencing	ERX7544150	SC	6183	WGS
ERR7978007	Illumina NovaSeq 6000 paired end sequencing	ERX7544154	SC	6183	WGS
ERR7978008	Illumina NovaSeq 6000 paired end sequencing	ERX7544155	SC	6183	WGS
ERR7978010	Illumina NovaSeq 6000 paired end sequencing	ERX7544157	SC	6183	WGS
ERR7978012	Illumina NovaSeq 6000 paired end sequencing	ERX7544159	SC	6183	WGS
ERR7978014	Illumina NovaSeq 6000 paired end sequencing	ERX7544161	SC	6183	WGS
ERR7978016	Illumina NovaSeq 6000 paired end sequencing	ERX7544163	SC	6183	WGS
ERR7978018	Illumina NovaSeq 6000 paired end sequencing	ERX7544165	SC	6183	WGS
ERR7978021	Illumina NovaSeq 6000 paired end sequencing	ERX7544168	SC	6183	WGS
ERR7978022	Illumina NovaSeq 6000 paired end sequencing	ERX7544169	SC	6183	WGS
ERR7978024	Illumina NovaSeq 6000 paired end sequencing	ERX7544171	SC	6183	WGS
ERR7978025	Illumina NovaSeq 6000 paired end sequencing	ERX7544172	SC	6183	WGS
ERR7978026	Illumina NovaSeq 6000 paired end sequencing	ERX7544173	SC	6183	WGS
ERR7978028	Illumina NovaSeq 6000 paired end sequencing	ERX7544175	SC	6183	WGS
ERR7978031	Illumina NovaSeq 6000 paired end sequencing	ERX7544178	SC	6183	WGS
ERR7978032	Illumina NovaSeq 6000 paired end sequencing	ERX7544179	SC	6183	WGS
ERR7978033	Illumina NovaSeq 6000 paired end sequencing	ERX7544180	SC	6183	WGS
ERR7978038	Illumina NovaSeq 6000 paired end sequencing	ERX7544185	SC	6183	WGS
ERR7978039	Illumina NovaSeq 6000 paired end sequencing	ERX7544186	SC	6183	WGS
ERR7978040	Illumina NovaSeq 6000 paired end sequencing	ERX7544187	SC	6183	WGS
ERR7978042	Illumina NovaSeq 6000 paired end sequencing	ERX7544189	SC	6183	WGS
ERR7978044	Illumina NovaSeq 6000 paired end sequencing	ERX7544191	SC	6183	WGS
ERR7978045	Illumina NovaSeq 6000 paired end sequencing	ERX7544192	SC	6183	WGS
ERR7978050	Illumina NovaSeq 6000 paired end sequencing	ERX7544197	SC	6183	WGS
ERR7978052	Illumina NovaSeq 6000 paired end sequencing	ERX7544199	SC	6183	WGS
ERR7978053	Illumina NovaSeq 6000 paired end sequencing	ERX7544200	SC	6183	WGS
ERR7978057	Illumina NovaSeq 6000 paired end sequencing	ERX7544204	SC	6183	WGS
ERR7978058	Illumina NovaSeq 6000 paired end sequencing	ERX7544205	SC	6183	WGS
ERR7978059	Illumina NovaSeq 6000 paired end sequencing	ERX7544206	SC	6183	WGS
ERR7978060	Illumina NovaSeq 6000 paired end sequencing	ERX7544207	SC	6183	WGS
ERR7978061	Illumina NovaSeq 6000 paired end sequencing	ERX7544208	SC	6183	WGS
ERR7978068	Illumina NovaSeq 6000 paired end sequencing	ERX7544215	SC	6183	WGS
ERR7978070	Illumina NovaSeq 6000 paired end sequencing	ERX7544217	SC	6183	WGS
ERR7978071	Illumina NovaSeq 6000 paired end sequencing	ERX7544218	SC	6183	WGS
ERR7978072	Illumina NovaSeq 6000 paired end sequencing	ERX7544219	SC	6183	WGS
ERR7978073	Illumina NovaSeq 6000 paired end sequencing	ERX7544220	SC	6183	WGS
ERR7978075	Illumina NovaSeq 6000 paired end sequencing	ERX7544222	SC	6183	WGS
ERR7978076	Illumina NovaSeq 6000 paired end sequencing	ERX7544223	SC	6183	WGS
ERR7978078	Illumina NovaSeq 6000 paired end sequencing	ERX7544225	SC	6183	WGS
ERR7978079	Illumina NovaSeq 6000 paired end sequencing	ERX7544226	SC	6183	WGS
ERR7978080	Illumina NovaSeq 6000 paired end sequencing	ERX7544227	SC	6183	WGS
ERR7978081	Illumina NovaSeq 6000 paired end sequencing	ERX7544228	SC	6183	WGS
ERR7978083	Illumina NovaSeq 6000 paired end sequencing	ERX7544230	SC	6183	WGS
ERR7978086	Illumina NovaSeq 6000 paired end sequencing	ERX7544233	SC	6183	WGS
ERR7978089	Illumina NovaSeq 6000 paired end sequencing	ERX7544236	SC	6183	WGS
ERR7978092	Illumina NovaSeq 6000 paired end sequencing	ERX7544239	SC	6183	WGS
ERR7978094	Illumina NovaSeq 6000 paired end sequencing	ERX7544241	SC	6183	WGS
ERR7978096	Illumina NovaSeq 6000 paired end sequencing	ERX7544243	SC	6183	WGS
ERR7978099	Illumina NovaSeq 6000 paired end sequencing	ERX7544246	SC	6183	WGS
ERR7978100	Illumina NovaSeq 6000 paired end sequencing	ERX7544247	SC	6183	WGS
ERR7978101	Illumina NovaSeq 6000 paired end sequencing	ERX7544248	SC	6183	WGS
ERR7978103	Illumina NovaSeq 6000 paired end sequencing	ERX7544250	SC	6183	WGS
ERR7978105	Illumina NovaSeq 6000 paired end sequencing	ERX7544252	SC	6183	WGS
ERR7978113	Illumina NovaSeq 6000 paired end sequencing	ERX7544260	SC	6183	WGS
ERR7978114	Illumina NovaSeq 6000 paired end sequencing	ERX7544261	SC	6183	WGS
ERR7978115	Illumina NovaSeq 6000 paired end sequencing	ERX7544262	SC	6183	WGS
ERR7978116	Illumina NovaSeq 6000 paired end sequencing	ERX7544263	SC	6183	WGS
ERR7978117	Illumina NovaSeq 6000 paired end sequencing	ERX7544264	SC	6183	WGS
ERR7978122	Illumina NovaSeq 6000 paired end sequencing	ERX7544269	SC	6183	WGS
ERR7978123	Illumina NovaSeq 6000 paired end sequencing	ERX7544270	SC	6183	WGS
ERR7978125	Illumina NovaSeq 6000 paired end sequencing	ERX7544272	SC	6183	WGS
ERR7978126	Illumina NovaSeq 6000 paired end sequencing	ERX7544273	SC	6183	WGS
ERR7978129	Illumina NovaSeq 6000 paired end sequencing	ERX7544276	SC	6183	WGS
ERR7978130	Illumina NovaSeq 6000 paired end sequencing	ERX7544277	SC	6183	WGS
ERR7978131	Illumina NovaSeq 6000 paired end sequencing	ERX7544278	SC	6183	WGS
ERR7978132	Illumina NovaSeq 6000 paired end sequencing	ERX7544279	SC	6183	WGS
ERR7978133	Illumina NovaSeq 6000 paired end sequencing	ERX7544280	SC	6183	WGS
ERR7978136	Illumina NovaSeq 6000 paired end sequencing	ERX7544283	SC	6183	WGS
ERR7978138	Illumina NovaSeq 6000 paired end sequencing	ERX7544285	SC	6183	WGS
ERR7978140	Illumina NovaSeq 6000 paired end sequencing	ERX7544287	SC	6183	WGS
ERR7978141	Illumina NovaSeq 6000 paired end sequencing	ERX7544288	SC	6183	WGS
ERR7978142	Illumina NovaSeq 6000 paired end sequencing	ERX7544289	SC	6183	WGS
ERR7978143	Illumina NovaSeq 6000 paired end sequencing	ERX7544290	SC	6183	WGS
ERR7978148	Illumina NovaSeq 6000 paired end sequencing	ERX7544295	SC	6183	WGS
ERR7978151	Illumina NovaSeq 6000 paired end sequencing	ERX7544298	SC	6183	WGS
ERR7978153	Illumina NovaSeq 6000 paired end sequencing	ERX7544300	SC	6183	WGS
ERR7978156	Illumina NovaSeq 6000 paired end sequencing	ERX7544303	SC	6183	WGS
ERR7978157	Illumina NovaSeq 6000 paired end sequencing	ERX7544304	SC	6183	WGS
ERR7978159	Illumina NovaSeq 6000 paired end sequencing	ERX7544306	SC	6183	WGS
ERR7978163	Illumina NovaSeq 6000 paired end sequencing	ERX7544310	SC	6183	WGS
ERR7978164	Illumina NovaSeq 6000 paired end sequencing	ERX7544311	SC	6183	WGS
ERR7978167	Illumina NovaSeq 6000 paired end sequencing	ERX7544314	SC	6183	WGS
ERR7978168	Illumina NovaSeq 6000 paired end sequencing	ERX7544315	SC	6183	WGS
ERR7978170	Illumina NovaSeq 6000 paired end sequencing	ERX7544317	SC	6183	WGS
ERR7978172	Illumina NovaSeq 6000 paired end sequencing	ERX7544319	SC	6183	WGS
ERR7978173	Illumina NovaSeq 6000 paired end sequencing	ERX7544320	SC	6183	WGS
ERR7978177	Illumina NovaSeq 6000 paired end sequencing	ERX7544324	SC	6183	WGS
ERR7978180	Illumina NovaSeq 6000 paired end sequencing	ERX7544327	SC	6183	WGS
ERR7978182	Illumina NovaSeq 6000 paired end sequencing	ERX7544329	SC	6183	WGS
ERR7978184	Illumina NovaSeq 6000 paired end sequencing	ERX7544331	SC	6183	WGS
ERR7978186	Illumina NovaSeq 6000 paired end sequencing	ERX7544333	SC	6183	WGS
ERR7978187	Illumina NovaSeq 6000 paired end sequencing	ERX7544334	SC	6183	WGS
ERR7978188	Illumina NovaSeq 6000 paired end sequencing	ERX7544335	SC	6183	WGS
ERR7978189	Illumina NovaSeq 6000 paired end sequencing	ERX7544336	SC	6183	WGS
ERR7978191	Illumina NovaSeq 6000 paired end sequencing	ERX7544338	SC	6183	WGS
ERR7978192	Illumina NovaSeq 6000 paired end sequencing	ERX7544339	SC	6183	WGS
ERR7978194	Illumina NovaSeq 6000 paired end sequencing	ERX7544341	SC	6183	WGS
ERR7978196	Illumina NovaSeq 6000 paired end sequencing	ERX7544343	SC	6183	WGS
ERR7978197	Illumina NovaSeq 6000 paired end sequencing	ERX7544344	SC	6183	WGS
ERR7978200	Illumina NovaSeq 6000 paired end sequencing	ERX7544347	SC	6183	WGS
ERR7978201	Illumina NovaSeq 6000 paired end sequencing	ERX7544348	SC	6183	WGS
ERR7978204	Illumina NovaSeq 6000 paired end sequencing	ERX7544351	SC	6183	WGS
ERR7978211	Illumina NovaSeq 6000 paired end sequencing	ERX7544358	SC	6183	WGS
ERR7978212	Illumina NovaSeq 6000 paired end sequencing	ERX7544359	SC	6183	WGS
ERR7978214	Illumina NovaSeq 6000 paired end sequencing	ERX7544361	SC	6183	WGS
ERR966645	Illumina MiSeq paired end sequencing	ERX1043623	SC	6183	WGS
ERR966646	Illumina MiSeq paired end sequencing	ERX1043624	SC	6183	WGS
SRR12780701	Illumina HiSeq 2500 sequencing; Genome of Schistosoma mansoni adults: F0 males (cross B  SmLE15);Genome of Schistosoma mansoni adults: F0 males (cross B  SmLE15)	SRX9250425	SUB8146048	6183	WGS
SRR12780908	Illumina HiSeq 2500 sequencing; Genome of Schistosoma mansoni adults: F0 males (cross A  SmBRE4);Genome of Schistosoma mansoni adults: F0 males (cross A  SmBRE4)	SRX9250218	SUB8146048	6183	WGS
SRR13716339	Genome of Schistosoma mansoni: pool of females with enriched sensitive allele to praziquantel;HiSeq X Ten sequencing; Genome of Schistosoma mansoni: pool of females with enriched sensitive allele to praziquantel	SRX10104929	SUB9029076	6183	WGS
SRR13716340	Genome of Schistosoma mansoni: pool of females with enriched sensitive allele to praziquantel;HiSeq X Ten sequencing; Genome of Schistosoma mansoni: pool of females with enriched sensitive allele to praziquantel	SRX10104928	SUB9029076	6183	WGS
SRR13716342	Genome of Schistosoma mansoni: pool of males with enriched resistant allele to praziquantel;HiSeq X Ten sequencing; Genome of Schistosoma mansoni: pool of males with enriched resistant allele to praziquantel	SRX10104926	SUB9029076	6183	WGS
SRR13716343	Genome of Schistosoma mansoni: pool of males with enriched resistant allele to praziquantel;HiSeq X Ten sequencing; Genome of Schistosoma mansoni: pool of males with enriched resistant allele to praziquantel	SRX10104925	SUB9029076	6183	WGS
SRR13716344	Genome of Schistosoma mansoni: pool of males with enriched resistant allele to praziquantel;HiSeq X Ten sequencing; Genome of Schistosoma mansoni: pool of males with enriched resistant allele to praziquantel	SRX10104924	SUB9029076	6183	WGS
SRR13716346	Genome of Schistosoma mansoni: pool of males with enriched sensitive allele to praziquantel;HiSeq X Ten sequencing; Genome of Schistosoma mansoni: pool of males with enriched sensitive allele to praziquantel	SRX10104922	SUB9029076	6183	WGS
SRR13716349	Genome of Schistosoma mansoni: pool of females with enriched resistant allele to praziquantel;HiSeq X Ten sequencing; Genome of Schistosoma mansoni: pool of females with enriched resistant allele to praziquantel	SRX10104919	SUB9029076	6183	WGS
SRR605655	Illumina HiSeq 2000 paired end sequencing; S. mansoni strain BRE genomic DNA sequencing;S. mansoni strain BRE genomic DNA sequencing	SRX196241	University of Perpignan	6183	WGS
SRR611647	Illumina HiSeq 2000 paired end sequencing; S. mansoni strain BRE genomic DNA sequencing;S. mansoni strain BRE genomic DNA sequencing	SRX196241	University of Perpignan	6183	WGS
